 NAME;formula;ALTERNATIVE_NAME;ANOTHER_NAME;"OSTATOK
";"KOMNATA
";SHKAFF;POLKA;KOMENT;CAS;Smiles
furan-2-carbaldehyde;;;;;34.421;freezer;middle;;;O=CC1=CC=CO1
2,3-dimethyl-1H-indole-5-carbaldehyde;;;;;34.421;freezer;middle;;;CC1=C(C)C2=C(N1)C=CC(C=O)=C2
3,7-dimethoxy-2-naphthaldehyde;;;;;34.421;freezer;middle;;;COC1=CC2=CC(C=O)=C(OC)C=C2C=C1
1,2,2,4-tetramethyl-1,2-dihydroquinoline-6-carbaldehyde;;;;;34.421;freezer;middle;;;CN1C2=CC=C(C=O)C=C2C(C)=CC1(C)C
3-azidopropan-1-amine;;;;;34.421;freezer;middle;;;NCCCN=[N+]=[N-]
tert-butyl (2-aminoethyl)carbamate;;;;;34.421;freezer;middle;;;CC(C)(C)OC(=O)NCCN
oxetan-3-one;;;;;34.421;freezer;middle;;;O=C1COC1
dihydro-2H-pyran-4(3H)-one;;;;;34.421;freezer;middle;;;O=C1CCOCC1
2,2,4-trimethyl-1,2-dihydroquinoline;;;;;34.421;freezer;middle;;;CC1=CC(C)(C)NC2=CC=CC=C12
N,N-diethyl-4-ethynylaniline;;;;;34.421;freezer;middle;;;CCN(CC)C1=CC=C(C=C1)C#C
methyl 3-ethynylbenzoate;;MALO;;;34.421;freezer;middle;<2 mg! in epp;;C#CC1=CC=CC(C(OC)=O)=C1
3-ethynylquinoline;;MALO;;;34.421;freezer;middle;<2 mg! in epp;;C#CC1=CN=C2C(C=CC=C2)=C1
5-ethynyl-1,2,3-trimethoxybenzene;;MALO;;;34.421;freezer;middle;<2 mg! in epp;;C#CC1=CC(OC)=C(OC)C(OC)=C1
pyrimidine-4-carbaldehyde;;;;;34.421;freezer;middle;;;O=CC1=CC=NC=N1
2-(pyridin-2-ylamino)acetic acid;;;;;34.421;freezer;middle;;;OC(=O)CNC1=NC=CC=C1
Lawesson reagent;;;;;34.421;freezer;middle;;;COC1=CC=C(C=C1)P1(=S)SP(=S)(S1)C1=CC=C(OC)C=C1
Acrylic acid;;;;;34.421;freezer;middle;;;OC(=O)C=C
Trimethylsilyl azide;;;;;34.421;freezer;middle;;;C[Si](C)(C)N=[N+]=[N-]
(2,2,6,6-Tetramethylpiperidin-1-yl)oxyl;;TEMPO;;;34.421;freezer;middle;;;CC1(C)CCCC(C)(C)N1[O]
N-(2-aminoethyl)acetamide;;;;;34.421;freezer;middle;;;CC(=O)NCCN
methyl 3-azidopropanoate;;;;;34.421;freezer;middle;;;COC(=O)CCN=[N+]=[N-]
tert-butyl (3-azidopropyl)carbamate;;;;;34.421;freezer;middle;;;CC(C)(C)OC(=O)NCCCN=[N+]=[N-]
Bis(pinacolato)diboron;;;;;34.421;freezer;middle;;;CC1(C)OB(OC1(C)C)B1OC(C)(C)C(C)(C)O1
meta-Chloroperoxybenzoic acid;;MCPBA;;;34.421;freezer;middle;;;OOC(=O)C1=CC(Cl)=CC=C1
Carbonyldiimidazole;;CDI;;;34.421;fridge;door-1;;;O=C(N1C=CN=C1)N1C=CN=C1
2-Methyl-2-butene;;amylene;;;34.421;fridge;door-1;;;CC=C(C)C
Methyl formate;HCOOMe;HCOOMe;;;34.421;fridge;door-1;;;COC=O
Oxalyl chloride;(COCL)2;(COCL)2;;;34.421;fridge;door-1;;;ClC(=O)C(Cl)=O
Hydrogen peroxide;H2O2;H2O2;;;34.421;fridge;door-1;;;OO
N,N'-Diisopropylcarbodiimide;;DIC;;;34.421;fridge;door-1;;;CC(C)N=C=NC(C)C
Tetradeuteromethanol;;Methanol-d4;;;34.421;fridge;door-1;;;[2H]C([2H])([2H])O[2H]
Sodium hypochlorite;NaClO;solution in H2O;Bleach;1 L;34.421;fridge;door-1;;;[Na+].[O-]Cl
Copper(II) trifluoromethanesulfonate;;Cu(OTf)2;Copper(II) triflate;;34.421;fridge;door-2;;;O=S(C(F)(F)F)([O-])=O.O=S(C(F)(F)F)([O-])=O.[Cu+2]
Sodium chlorite;NaClO2;NaClO2;;;34.421;fridge;door-2;;;[Na+].[O-][Cl]=O
N-Sulfinylaniline;PhNSO;PhNSO;;;34.421;fridge;door-2;;;O=S=NC1=CC=CC=C1
propargyl bromide;;;;;34.421;fridge;door-2;;;BrCC#C
bromomethyl acetate;;ACOMBr;;;34.421;fridge;door-2;;;CC(=O)OCBr
Propionaldehyde;EtCHO;EtCHO;;;34.421;fridge;door-2;;;CCC=O
Triethylamine trihydrofluoride;Et3N*3HF;Et3N*3HF;;;34.421;fridge;door-2;;;F.F.F.CCN(CC)CC
trimethylsilyl 2-bromoacetate;;;;;34.421;fridge;door-2;;;C[Si](C)(C)OC(=O)CBr
octa-1,7-diyne;;;;;34.421;fridge;door-2;;;C#CCCCCC#C
benzoquinone;;;;;34.421;fridge;door-2;PURE extra;;O=C1C=CC(=O)C=C1
cyclohexanecarbaldehyde;;;;;34.421;fridge;door-2;;;O=CC1CCCCC1
1,1,1,2,2,3,3,4,4-nonafluoro-4-methoxybutane;;;;;34.421;fridge;door-2;;;COC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
hex-5-ynoic acid;;;;;34.421;fridge;door-2;;;OC(=O)CCCC#C
5-Iodo-2?-deoxyuridine;;;;;34.421;fridge;door-2;;;OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(I)C(=O)NC1=O
5-Iodo-2?-deoxycytidine;;;;;34.421;fridge;door-2;;;NC1=NC(=O)N(C=C1I)[C@H]1C[C@H](O)[C@@H](CO)O1
PerFluorobenzene;;;;;34.421;fridge;door-3;;;FC1=C(F)C(F)=C(F)C(F)=C1F
Perfluorotoluene;;;;;34.421;fridge;door-3;;;FC1=C(F)C(F)=C(C(F)=C1F)C(F)(F)F
Iridium(III) chloride hydrate;;IrCl3*xH2O;;;34.421;fridge;door-3;;;[Cl-].[Cl-].[Cl-].[Ir+3]
Benzylidene-bis(tricyclohexylphosphine)dichlororuthenium;;Grubbs Catalyst 1st Generation;172222-30-9;;34.421;fridge;door-3;;;Cl[Ru](Cl)(=CC1=CC=CC=C1)(P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)P(C1CCCCC1)(C1CCCCC1)C1CCCCC1
2,2?-Bis(diphenylphosphino)-1,1?-binaphthalene;;rac-BINAP;;;34.421;fridge;door-3;;;C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1C1=C2C=CC=CC2=CC=C1P(C1=CC=CC=C1)C1=CC=CC=C1
Grubbs Catalyst® 3rd Generation;;Dichloro[1,3-bis(2,4,6-trimethylphenyl)-2-imidazolidinylidene](benzylidene)bis(3-bromopyridine)ruthenium(II);"
900169-53-1";;34.421;fridge;door-3;;;Cl[Ru](Cl)=CC1=CC=CC=C1
Piers second generation metathesis catalyst;;Dichloro[1,3-bis(2,4,6-trimethylphenyl)-2-imidazolidinylidene][(tricyclohexylphosphoranyl)methylidene]ruthenium(II) tetrafluoroborate;832146-68-6;;34.421;fridge;door-3;;;Cl[Ru](Cl)=CC1=CC=CC=C1
Grubbs Catalyst® 2nd Generation  M204;;Benzylidene[1,3-bis(2,4,6-trimethylphenyl)-2-imidazolidinylidene]dichloro(tricyclohexylphosphine)ruthenium;246047-72-3;;34.421;fridge;door-3;;;CC1=CC(C)=C(N2CCN(C2=[Ru](Cl)(Cl)(=CC2=CC=CC=C2)P(C2CCCCC2)(C2CCCCC2)C2CCCCC2)C2=C(C)C=C(C)C=C2C)C(C)=C1
Grubbs Catalyst® M207;;Dichloro[1,3-bis(2,4,6-trimethylphenyl)-2-imidazolidinylidene](3-methyl-2-butenylidene) (tricyclohexylphosphine)ruthenium(II);253688-91-4;;34.421;fridge;door-3;;;Cl[Ru](Cl)=CC1=CC=CC=C1
Hoveyda-Grubbs Catalyst®;;Stewart-Grubbs catalyst;927429-61-6;;34.421;fridge;door-3;;;Cl[Ru](Cl)=CC1=CC=CC=C1
1-(dimethoxymethyl)-4-methoxybenzene;;p-Anisaldehyde dimethyl acetal;SAI583;;34.421;fridge;door-3;;;COC(OC)C1=CC=C(OC)C=C1
4-(dimethoxymethyl)morpholine;;;;;34.421;fridge;door-3;;;COC(OC)N1CCOCC1
1-(dimethoxymethyl)piperidine;;;;;34.421;fridge;door-3;;;COC(OC)N1CCCCC1
1-(dimethoxymethyl)pyrrolidine;;;;;34.421;fridge;door-3;;;COC(OC)N1CCCC1
ethyl 1-(diethoxymethyl)piperidine-4-carboxylate;;;;;34.421;fridge;door-3;;;CCOC(OCC)N1CCC(CC1)C(=O)OCC
methyl 2-((dimethoxymethyl)(methyl)amino)acetate;;;;;34.421;fridge;door-3;;;COC(OC)N(C)CC(=O)OC
tetrahydro-2H-oxazolo[2,3-b]oxazole;;;;;34.421;fridge;door-3;;;C1CN2CCOC2O1
morpholine-4-carbaldehyde;;;;;34.421;fridge;door-3;;;O=CN1CCOCC1
(1H-imidazol-4-yl)methanol hydrochloride;;;;;34.421;fridge;door-3;;;Cl.OCC1=CNC=N1
Pluronic F-127;;;;;34.421;fridge;door-3;;;CC(COCCO)OCCO
fluorodiphenylsilane;Ph2SiHF;Ph2SiHF;;;34.421;fridge;door-3;;;F[SiH](C1=CC=CC=C1)C1=CC=CC=C1
Pd2(Dba)2*CHCl3;Pd2(Dba)2*CHCl3;Pd2(Dba)2*CHCl3;;;34.421;fridge;door-3;;;[Pd].[Pd].ClC(Cl)Cl.O=C(\C=C\C1=CC=CC=C1)/C=C/C1=CC=CC=C1.O=C(\C=C\C1=CC=CC=C1)/C=C/C1=CC=CC=C1
Palladium(II) chloride;PdCl2;PdCl2;;;34.421;fridge;door-3;;;Cl[Pd]Cl
Palladium(II) acetate;Pd(OAc)2;Pd(OAc)2;;;34.421;fridge;door-3;;;[Pd++].CC([O-])=O.CC([O-])=O
PdCl2(TFP)2;PdCl2(TFP)2;PdCl2(TFP)2;Tri(2-furyl)phosphine;;34.421;fridge;door-3;;;O1C=CC=C1P(C1=CC=CO1)C1=CC=CO1
Silver(I) oxide;Ag2O;Ag2O;;;34.421;fridge;door-3;;;O.[Ag].[Ag]
Silver trifluoromethanesulfonate;AgOTf;AgOTf;;;34.421;fridge;door-3;;;[Ag+].[O-]S(=O)(=O)C(F)(F)F
Gold(III) chloride;AuCl3;AuCl3;;;34.421;fridge;door-3;;;Cl[Au-]1(Cl)[Cl+][Au-](Cl)(Cl)[Cl+]1
Silver carbonate;Ag2CO3;Ag2CO3;;;34.421;fridge;door-3;;;[Ag+].[Ag+].[O-]C([O-])=O
Tetrakis(triphenylphosphine)palladium(0);Pd(PPh3)4;Pd(PPh3)4;;;34.421;fridge;door-3;;;C1=CC=C(C=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)[Pd]([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)([P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)[P](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
Various Pd catalist and ligands;;;;;34.421;fridge;door-3;;;[Pd]
Tri(2-furyl)phosphine;;;;;34.421;fridge;door-3;;;O1C=CC=C1P(C1=CC=CO1)C1=CC=CO1
Tri-tert-butylphosphine;;;;;34.421;fridge;door-3;;;CC(C)(C)P(C(C)(C)C)C(C)(C)C
N1,N1,N2-trimethylethane-1,2-diamine;;;;;34.421;fridge;door-3;;;CNCCN(C)C
N1,N1,N3-trimethylpropane-1,3-diamine;;;;;34.421;fridge;door-3;;;CNCCCN(C)C
1,3-Dichloro-1,1,3,3-tetraisopropyldisiloxane;;;;;34.421;fridge;door-3;;;CC(C)[Si](Cl)(O[Si](Cl)(C(C)C)C(C)C)C(C)C
ethyl 2-(methyl(phenyl)amino)acetate;;N1361;;;34.421;fridge;door-4;;;O=C(OCC)CN(C)C1=CC=CC=C1
2-(2,5-dimethoxy-4-((4-nitrophenyl)diazenyl)phenyl)diazen-1-ium zinc(II) chloride;;Fast Black K Salt hemi(zinc chloride) salt;2,5-Dimethoxy-4-([4-nitrophenyl]azo)benzenediazonium chloride hemi(zinc chloride) salt;;34.421;fridge;door-4;;64071-86-9;[Cl-].[Cl-].Cl[Zn]Cl.COc1cc([N+]#N)c(OC)cc1N=Nc2ccc(cc2)[N+]([O-])=O.COc3cc([N+]#N)c(OC)cc3N=Nc4ccc(cc4)[N+]([O-])=O
3',6'-dihydroxy-3-oxo-3H-spiro[isobenzofuran-1,9'-xanthene]-6-carboxylic acid;;6-FAM;6-Carboxyfluorescein;2x;34.421;fridge;door-4;;3301-79-9;OC(=O)c1ccc2C(=O)OC3(c4ccc(O)cc4Oc5cc(O)ccc35)c2c1
3',6'-dihydroxy-3-oxo-3H-spiro[isobenzofuran-1,9'-xanthene]-5-carboxylic acid + 3',6'-dihydroxy-3-oxo-3H-spiro[isobenzofuran-1,9'-xanthene]-6-carboxylic acid;;5-FAM + 6-FAM;6-Carboxyfluorescein + 5-Carboxyfluorescein ;;34.421;fridge;door-4;M2599+M2598;;OC(=O)c1ccc2C(=O)OC3(c4ccc(O)cc4Oc5cc(O)ccc35)c2c1 O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C=C(C(O)=O)C=C5
(E)-2-methoxy-5-methyl-4-((4-methyl-2-nitrophenyl)diazenyl)benzenediazonium tetrachlorozincate(II);;Fast Corinth V zinc chloride double salt;;;34.421;fridge;door-4;;61966-14-1;Cl[Zn--](Cl)(Cl)Cl.COc1cc(\N=N\c2ccc(C)cc2[N+]([O-])=O)c(C)cc1[N+]#N.COc3cc(\N=N\c4ccc(C)cc4[N+]([O-])=O)c(C)cc3[N+]#N
ethyl 2-(phenylamino)acetate;;N1354;;;34.421;fridge;door-4;;;O=C(OCC)CNC1=CC=CC=C1
ethyl 7-hydroxy-2-oxo-2H-chromene-3-carboxylate;;ethyl 7-hydroxy-2-oxo-2H-chromene-3-carboxylate;3-Carbethoxy-7-hydroxycoumarin;;34.421;fridge;door-4;;6093-71-6;O=C1OC2=CC(O)=CC=C2C=C1C(OCC)=O
2,2'-(phenylazanediyl)diethanol;;MID-405;;;34.421;fridge;door-4;;;OCCN(CCO)C1=CC=CC=C1
2-(phenylamino)acetic acid;;N1363;;;34.421;fridge;door-4;;;O=C(O)CNC1=CC=CC=C1
(E)-4-((4-(dimethylamino)phenyl)diazenyl)benzoic acid;;;;;34.421;fridge;door-4;;;CN(C)C(C=C1)=CC=C1/N=N/C2=CC=C(C(O)=O)C=C2
6-amino-3',6'-dihydroxy-3H-spiro[isobenzofuran-1,9'-xanthen]-3-one;;6-Aminofluorescein;;3x;34.421;fridge;door-4;;51649-83-3;O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C=CC(N)=C5
2-(6-(dimethylamino)-3-(dimethyliminio)-3H-xanthen-9-yl)-5-isothiocyanatobenzoate;;Tetramethylrhodamine isothiocyanate;TRITC;;34.421;fridge;door-4;;;CN(C)c1ccc2c(-c3ccc(cc3C([O-])=O)N=C=S)c4ccc(cc4[o+]c2c1)N(C)C
4-(methyl(phenyl)amino)butanoic acid;;;;;34.421;fridge;door-4;;;CN(CCCC(O)=O)C1=CC=CC=C1
acridine-9-carboxylic acid hydrate;;;;;34.421;fridge;door-4;;;[H]O[H].OC(=O)c1c2ccccc2nc3ccccc13
(E)-2,5-dioxopyrrolidin-1-yl 4-((4-(dimethylamino)phenyl)diazenyl)benzoate;;4-(Dimethylamino)azobenzene-4?-carboxylic acid N-succinimidyl ester;Dabcyl-OSu;;34.421;fridge;door-4;;146998-31-4;CN(C)C1=CC=C(/N=N/C2=CC=C(C(ON3C(CCC3=O)=O)=O)C=C2)C=C1
7-hydroxy-2H-chromen-2-one;;Umbelliferone;7-Hydroxycoumarin;;34.421;fridge;door-4;;93-35-6;Oc1ccc2C=CC(=O)Oc2c1
5-(2,4-dihydroxyphenyl)pentanoic acid;;M2421;;;34.421;fridge;door-4;;;OC1=CC(O)=C(CCCCC(O)=O)C=C1
9-isothiocyanatoacridine;;9-Acridinyl isothiocyanate;9-Acridine isothiocyanate;;34.421;fridge;door-4;;;S=C=NC1=C(C=CC=C2)C2=NC3=CC=CC=C31
Zinc phthalocyanine;;;Phthalocyanine zinc salt;;34.421;fridge;door-4;;###############################################################################################################################################################################################################################################################;C1([N-]2)=C3C=CC=CC3=C2/N=C(C4=C5C=CC=C4)\N=C5/N=C(C6=C7C=CC=C6)\N=C7/N=C(C8=C/9C=CC=C8)\[N-]C9=N/1.[Zn+2]
7-(diethylamino)-4-methyl-2H-chromen-2-one;;7-Diethylamino-4-methylcoumarin;;;34.421;fridge;door-4;;91-44-1;O=C1OC2=CC(N(CC)CC)=CC=C2C(C)=C1
[1,1'-biphenyl]-2,4-diol;;4-Phenyl-1,3-Dihydroxybenzene;M2258 M2264;;34.421;fridge;door-4;;;OC1=CC(O)=CC=C1C2=CC=CC=C2
1,3-bis((triisopropylsilyl)oxy)benzene;;;M2412;;34.421;fridge;door-4;;;CC(C)[Si](C(C)C)(C(C)C)OC1=CC(O[Si](C(C)C)(C(C)C)C(C)C)=CC=C1
7-(ethylamino)-4-methyl-2H-chromen-2-one;;7-ethylamino-4-methylcoumarin;;;34.421;fridge;door-4;;;O=C1OC2=C(C=CC(NCC)=C2)C(C)=C1
3',6'-dihydroxy-3H-spiro[isobenzofuran-1,9'-xanthen]-3-one;;Fluorescein;;;34.421;fridge;door-4;;;O=C1OC2(C3=C(OC4=C2C=CC(O)=C4)C=C(O)C=C3)C5=C1C=CC=C5
(1R)-(6-methoxyquinolin-4-yl)((2S,4S,5R)-5-vinylquinuclidin-2-yl)methanol sulfate;;Quinine sulfate;;;34.421;fridge;door-4;;207671-44-1;O[C@H](C1=C2C=C(C=CC2=NC=C1)OC)[C@H]3N4CC[C@@]([H])(C3)[C@@H](C=C)C4.O=S(O)(O)=O
9-(trifluoromethyl)-2,3,6,7-tetrahydro-1H-pyrano[2,3-f]pyrido[3,2,1-ij]quinolin-11(5H)-one;;Coumarin 153;2,3,6,7-Tetrahydro-9-(trifluoromethyl)-1H,5H,11H-[1]benzopyrano(6,7,8-ij)quinolizin-11-one;;34.421;fridge;door-4;;53518-18-6;FC(F)(C1=CC(OC2=C3CCCN4CCCC(C=C12)=C34)=O)F
Rhodamine 101 inner salt;;;;;34.421;fridge;door-4;;116450-56-7;[O-]C(=O)c1ccccc1C2=C3C=C4CCC[N+]5=C4C(CCC5)=C3Oc6c7CCCN8CCCc(cc26)c78
2-((4-methyl-2-oxo-2H-chromen-7-yl)oxy)acetic acid;;7-(Carboxymethoxy)-4-methylcoumarin;;;34.421;fridge;door-4;;64700-15-8;O=C1OC2=C(C=CC(OCC(O)=O)=C2)C(C)=C1
N-(9-(2-carboxy-4-isothiocyanatophenyl)-6-(diethylamino)-3H-xanthen-3-ylidene)-N-ethylethanaminium chloride;;Rhodamine B isothiocyanate;RBITC;;34.421;fridge;door-4;;36877-69-7;CCN(c1cc(OC2=C/C(C=CC2=C3c4c(C(O)=O)cc(N=C=S)cc4)=[N+](CC)/CC)c3cc1)CC.[Cl-]
5,9-bis(ethylamino)-10-methylbenzo[a]phenoxazin-7-ium perchlorate;;Oxazine 170 perchlorate;;;34.421;fridge;door-4;;62669-60-7;CCNC1=CC2=[O+]C3=C(N=C2C=C1C)C4=C(C=CC=C4)C(NCC)=C3.[O-]Cl(=O)(=O)=O
hydrogen ethyl 2-[6-(ethylamino)-3-(ethylimino)-2,7-dimethyl-3H-xanthen-9-yl]benzoate chloride;;Rhodamine 6G;;;34.421;fridge;door-4;;989-38-8;CCNC1=CC(OC2=C/3)=C(C=C1C)C(C4=CC=CC=C4C(OCC)=O)=C2C=C(C)C3=N\CC.[H+].[Cl-]
9-(2-carboxyphenyl)-3,6-bis(diethylamino)xanthylium chloride;;Rhodamine B;Tetraethylrhodamine;;34.421;fridge;door-4;;81-88-9;CCN(C1=CC=C2C([O+]=C3C=C(N(CC)CC)C=CC3=C2C4=CC=CC=C4C(O)=O)=C1)CC.[Cl-]
2-(7-hydroxy-2-oxo-2H-chromen-4-yl)acetic acid;;7-Hydroxycoumarinyl-4-acetic acid;;;34.421;fridge;door-4;;6950-82-9;OC(CC1=CC(OC2=CC(O)=CC=C21)=O)=O
3-amino-4-methylphenol;;;;;34.421;fridge;top;;;CC1=C(N)C=C(O)C=C1
2-Amino-4-methylpyridine;;2-Amino-4-picoline;;;34.421;fridge;top;;;CC1=CC(N)=NC=C1
3-(ethylamino)phenol;;;;;34.421;fridge;top;;;CCNC1=CC=CC(O)=C1
Tetrazole;;;;;34.421;fridge;top;;;N1C=NN=N1
tetrazole diisopropylamine;;;;;34.421;fridge;top;;;N1C=NN=N1.CC(C)NC(C)C
Tributylphosphine;;;;;34.421;fridge;top;;;CCCCP(CCCC)CCCC
(trimethoxymethyl)benzene;;;;;34.421;fridge;top;;;COC(OC)(OC)C1=CC=CC=C1
5-Aminovaleric acid;;5-Aminopentanoic acid;;;34.421;fridge;top;;;NCCCCC(O)=O
3-(dimethylamino)phenol;;;;;34.421;fridge;top;;;CN(C)C1=CC=CC(O)=C1
6-aminohexan-1-ol;;;;;34.421;fridge;top;;;NCCCCCCO
biotin with linker Epsilon-caproic acid;;M3129;biotin-C6-COOH;;34.421;fridge;top;;;[H][C@]12CS[C@@H](CCCCC(=O)NCCCCCC(O)=O)[C@@]1([H])NC(=O)N2
biotin;;;;;34.421;fridge;top;;;OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
biotin methyl ester;;;;;34.421;fridge;top;;;COC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
Thiodiglycol;;;;;34.421;fridge;top;;;OCCSCCO
N,N,N?,N?-Tetramethyl-O-(N-succinimidyl)uronium tetrafluoroborate;;TSTU;;;34.421;fridge;top;;;F[B-](F)(F)F.CN(C)C(ON1C(=O)CCC1=O)=[N+](C)C
4-chlorobenzene-1,3-diol;;;;;34.421;fridge;top;;;OC1=CC(O)=C(Cl)C=C1
N-(6-aminohexyl)-2,2,2-trifluoroacetamide hydrochloride;;;;;34.421;fridge;top;;;Cl.NCCCCCCNC(=O)C(F)(F)F
2-((2-(bis(4-methoxyphenyl)(phenyl)methoxy)ethyl)sulfonyl)ethanol;;;;;34.421;fridge;top;;;COC1=CC=C(C=C1)C(OCCS(=O)(=O)CCO)(C1=CC=CC=C1)C1=CC=C(OC)C=C1
1,3,3-trimethyl-2-methyleneindoline;;;;;34.421;fridge;top;;;CN1C(=C)C(C)(C)C2=CC=CC=C12
1,2,3,3-tetramethyl-3H-indol-1-ium perchlorate;;;;;34.421;fridge;top;;;[O-][Cl](=O)(=O)=O.CC1=[N+](C)C2=CC=CC=C2C1(C)C
N-(4-hydroxycyclohexyl)hex-5-ynamide;;trans;;;34.421;fridge;top;;;OC1CCC(NC(CCCC#C)=O)CC1
triethylammonium 4-(6-(dimethylamino)-3-(dimethyliminio)-3H-xanthen-9-yl)isophthalate;;5-Carboxytetramethylrhodamine ;5-TAMRA Et3N salt;;34.421;fridge;top;;150810-68-7;[O-]C(C1=C(C=CC(C([O-])=O)=C1)C2=C(C=C/3)C(OC4=C2C=CC(N(C)C)=C4)=CC3=[N+](C)\C)=O.CC[NH+](CC)CC
triethylammonium 4-(6-(dimethylamino)-3-(dimethyliminio)-3H-xanthen-9-yl)isophthalate triethylammonium 2-(6-(dimethylamino)-3-(dimethyliminio)-3H-xanthen-9-yl)terephthalate;;5-Carboxytetramethylrhodamine 6-Carboxytetramethylrhodamine;5-TAMRA 6-TAMRA Et3N salt mixture;3 x;34.421;fridge;top;;98181-63-6;[O-]C(C1=C(C=C(C([O-])=O)C=C1)C2=C(C=C/3)C(OC4=C2C=CC(N(C)C)=C4)=CC3=[N+](C)\C)=O.CC[NH+](CC)CC [O-]C(C1=C(C=CC(C([O-])=O)=C1)C2=C(C=C/3)C(OC4=C2C=CC(N(C)C)=C4)=CC3=[N+](C)\C)=O.CC[NH+](CC)CC
triethylammonium 2-(6-(dimethylamino)-3-(dimethyliminio)-3H-xanthen-9-yl)terephthalate;;6-Carboxytetramethylrhodamine;6-TAMRA Et3N salt;;34.421;fridge;top;;91809-67-5;[O-]C(C1=C(C=C(C([O-])=O)C=C1)C2=C(C=C/3)C(OC4=C2C=CC(N(C)C)=C4)=CC3=[N+](C)\C)=O.CC[NH+](CC)CC
4',5'-dichloro-3',6'-dihydroxy-2',7'-dimethoxy-3-oxo-3H-spiro[isobenzofuran-1,9'-xanthene]-6-carboxylic acid;;6-JOE;;;34.421;fridge;top;;;ClC1=C(C(C(C2=C3C=CC(C(O)=O)=C2)(C4=CC(OC)=C5O)OC3=O)=CC(OC)=C1O)OC4=C5Cl
4',5'-dichloro-3',6'-dihydroxy-2',7'-dimethoxy-3-oxo-3H-spiro[isobenzofuran-1,9'-xanthene]-5-carboxylic acid  4',5'-dichloro-3',6'-dihydroxy-2',7'-dimethoxy-3-oxo-3H-spiro[isobenzofuran-1,9'-xanthene]-6-carboxylic acid;;6-JOE 5-JOE mixture;;;34.421;fridge;top;;;ClC1=C(C(C(C2=C3C=C(C(O)=O)C=C2)(C4=CC(OC)=C5O)OC3=O)=CC(OC)=C1O)OC4=C5Cl 
4',5'-dichloro-3',6'-dihydroxy-2',7'-dimethoxy-3-oxo-3H-spiro[isobenzofuran-1,9'-xanthene]-5-carboxylic acid;;5-JOE;;;34.421;fridge;top;;;ClC1=C(C(C(C2=C3C=C(C(O)=O)C=C2)(C4=CC(OC)=C5O)OC3=O)=CC(OC)=C1O)OC4=C5ClClC1=C(C(C(C2=C3C=CC(C(O)=O)=C2)(C4=CC(OC)=C5O)OC3=O)=CC(OC)=C1O)OC4=C5Cl
2,5-dioxopyrrolidin-1-yl 4-((4-((E)-(2,5-dimethoxy-4-((E)-(4-nitrophenyl)diazenyl)phenyl)diazenyl)phenyl)(methyl)amino)butanoate;;BHQ-2-COOSu;;;34.421;fridge;top;Box, gryazny;;O=[N+](C1=CC=C(/N=N/C2=C(OC)C=C(/N=N/C3=CC=C(N(C)CCCC(ON4C(CCC4=O)=O)=O)C=C3)C(OC)=C2)C=C1)[O-]
N-(2-azidoethyl)-4-((E)-(2,5-dimethoxy-4-((E)-(4-nitrophenyl)diazenyl)phenyl)diazenyl)-N-methylaniline;;BHQ-2-azide;M2426-2;;34.421;fridge;top;;;CN(CCN=[N+]=[N-])C1=CC=C(/N=N/C2=CC(OC)=C(/N=N/C3=CC=C([N+]([O-])=O)C=C3)C=C2OC)C=C1
N-(2-azidoethyl)-4-((E)-(2-methoxy-5-methyl-4-((E)-(4-methyl-2-nitrophenyl)diazenyl)phenyl)diazenyl)-N-methylaniline;;BHQ-1-azide;M2427;;34.421;fridge;top;;;CN(CCN=[N+]=[N-])C1=CC=C(/N=N/C2=CC(C)=C(/N=N/C3=CC=C(C=C3[N+]([O-])=O)C)C=C2OC)C=C1
4-((4-((E)-(2-methoxy-5-methyl-4-((E)-(4-methyl-2-nitrophenyl)diazenyl)phenyl)diazenyl)phenyl)(methyl)amino)butanoic acid;;BHQ-1-COOH;M2836;;34.421;fridge;top;;;CN(CCCC(O)=O)C1=CC=C(/N=N/C2=CC(C)=C(/N=N/C3=CC=C(C=C3[N+]([O-])=O)C)C=C2OC)C=C1
2,5-dioxopyrrolidin-1-yl 4-((4-((E)-(2-methoxy-5-methyl-4-((E)-(4-methyl-2-nitrophenyl)diazenyl)phenyl)diazenyl)phenyl)(methyl)amino)butanoate;;BHQ-1-COOSu;M2839 N884.21 N884.22;;34.421;fridge;top;;;CN(CCCC(ON1C(CCC1=O)=O)=O)C2=CC=C(/N=N/C3=CC(C)=C(/N=N/C4=CC=C(C=C4[N+]([O-])=O)C)C=C3OC)C=C2
